"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"MedicinalProduct.MedicinalProductName.TrademarkOrCompanyNamePart","MedicinalProduct.MedicinalProductName.TrademarkOrCompanyNamePart","","","",0,*,"","","","string {[]} {[]}
","9.2.2.8.12","9.2.2.8.12","","","","","","","","","",,,,,"",,,,"MedicinalProduct.MedicinalProductName.TrademarkOrCompanyNamePart",0,*,"",""
"MedicinalProduct.MedicinalProductName.Time-PeriodPart","MedicinalProduct.MedicinalProductName.Time-PeriodPart","","","",0,*,"","","","string {[]} {[]}
","9.2.2.8.13","9.2.2.8.13","","","","","","","","","",,,,,"",,,,"MedicinalProduct.MedicinalProductName.Time-PeriodPart",0,*,"",""
"MedicinalProduct.MedicinalProductName.FlavourPart","MedicinalProduct.MedicinalProductName.FlavourPart","","","",0,*,"","","","string {[]} {[]}
","9.2.2.8.14","9.2.2.8.14","","","","","","","","","",,,,,"",,,,"MedicinalProduct.MedicinalProductName.FlavourPart",0,*,"",""
"MedicinalProduct.MedicinalProductName.DelimiterPart","MedicinalProduct.MedicinalProductName.DelimiterPart","","","",0,*,"","","","string {[]} {[]}
","9.2.2.8.15","9.2.2.8.15","","","","","","","","","",,,,,"",,,,"MedicinalProduct.MedicinalProductName.DelimiterPart",0,*,"",""
"MedicinalProduct.MedicinalProductName.Country-Language","MedicinalProduct.MedicinalProductName.Country-Language","","","",1,*,"","","","BackboneElement {[]} {[]}
","9.2.2.9","9.2.2.9","","","","","","","","","",,,,,"",,,,"MedicinalProduct.MedicinalProductName.Country-Language",1,*,"",""
"MedicinalProduct.MedicinalProductName.Country-Language.Country","MedicinalProduct.MedicinalProductName.Country-Language.Country","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.2.2.9.2","9.2.2.9.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.MedicinalProductName.Country-Language.Country",1,1,"",""
"MedicinalProduct.MedicinalProductName.Country-Language.Jurisdiction","MedicinalProduct.MedicinalProductName.Country-Language.Jurisdiction","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.2.2.9.3","9.2.2.9.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.MedicinalProductName.Country-Language.Jurisdiction",0,1,"",""
"MedicinalProduct.MedicinalProductName.Country-Language.Language","MedicinalProduct.MedicinalProductName.Country-Language.Language","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.2.2.9.4","9.2.2.9.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.MedicinalProductName.Country-Language.Language",1,1,"",""
"MedicinalProduct.OrphanDesignation","MedicinalProduct.OrphanDesignation","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.2.2.3","9.2.2.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.OrphanDesignation",0,*,"",""
"MedicinalProduct.OrphanDesignation.OrphanIndicationType","MedicinalProduct.OrphanDesignation.OrphanIndicationType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.2.2.3.2","9.2.2.3.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.OrphanDesignation.OrphanIndicationType",1,1,"",""
"MedicinalProduct.OrphanDesignation.OrphanProcedureNumber","MedicinalProduct.OrphanDesignation.OrphanProcedureNumber","","","",0,1,"","","","Identifier {[]} {[]}
","9.2.2.3.3","9.2.2.3.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.OrphanDesignation.OrphanProcedureNumber",0,1,"",""
"MedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationStatus","MedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationStatus","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.2.2.3.4","9.2.2.3.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationStatus",1,1,"",""
"MedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationDate","MedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationDate","","","",0,1,"","","","date {[]} {[]}
","9.2.2.3.5","9.2.2.3.5","","","","","","","","","",,,,,"",,,,"MedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationDate",0,1,"",""
"MedicinalProduct.OrphanDesignation.OrphanDesignationNumber","MedicinalProduct.OrphanDesignation.OrphanDesignationNumber","","","",0,1,"","","","Identifier {[]} {[]}
","9.2.2.3.6","9.2.2.3.6","","","","","","","","","",,,,,"",,,,"MedicinalProduct.OrphanDesignation.OrphanDesignationNumber",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct","MedicinalProduct.PackagedMedicinalProduct","","","",1,*,"","","","BackboneElement {[]} {[]}
","9.6.2.2","9.6.2.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct",1,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.PCID","MedicinalProduct.PackagedMedicinalProduct.PCID","","","",1,1,"","","","Identifier {[]} {[]}
","9.6.2.2.1","9.6.2.2.1","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.PCID",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.PackageDescription","MedicinalProduct.PackagedMedicinalProduct.PackageDescription","","","",1,1,"","","","string {[]} {[]}
","9.6.2.2.2","9.6.2.2.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.PackageDescription",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier","MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.6.2.8","9.6.2.8","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier",0,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier.BAID1","MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier.BAID1","","","",1,1,"","","","Identifier {[]} {[]}
","9.6.2.8.1","9.6.2.8.1","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier.BAID1",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier.BAID2","MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier.BAID2","","","",0,1,"","","","Identifier {[]} {[]}
","9.6.2.8.2","9.6.2.8.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier.BAID2",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier.ExpirationDate","MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier.ExpirationDate","","","",1,1,"","","","date {[]} {[]}
","9.6.2.8.3","9.6.2.8.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.BatchIdentifier.ExpirationDate",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.5.2.2","9.5.2.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation",0,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Identifier","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Identifier","","","",1,1,"","","","Identifier {[]} {[]}
","9.4.2.2.2","9.4.2.2.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Identifier",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Name","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Name","","","",1,1,"","","","string {[]} {[]}
","9.4.2.2.3","9.4.2.2.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Name",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Address","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Address","","","",1,1,"","","","Address {[]} {[]}
","9.4.2.2.4","9.4.2.2.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Address",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.ConfidentialityIndicator","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.2.5","9.4.2.2.5","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.ConfidentialityIndicator",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.GeographicCoordinates","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.GeographicCoordinates","","","",0,1,"","","","string {[]} {[]}
","9.4.2.2.6","9.4.2.2.6","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.GeographicCoordinates",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Contact","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact","","","",1,*,"","","","BackboneElement {[]} {[]}
","9.4.2.4","9.4.2.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact",1,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Contact.Name","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact.Name","","","",0,1,"","","","HumanName {[]} {[]}
","9.4.2.4.2","9.4.2.4.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact.Name",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Contact.Telecom","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact.Telecom","","","",1,*,"","","","ContactPoint {[]} {[]}
","9.4.2.4.3","9.4.2.4.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact.Telecom",1,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Contact.Role","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact.Role","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.4.4","9.4.2.4.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact.Role",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Contact.ConfidentialityIndicator","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.4.5","9.4.2.4.5","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Contact.ConfidentialityIndicator",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.OtherLocations","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.4.2.3","9.4.2.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations",0,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.OtherLocations.LocationName","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.LocationName","","","",0,1,"","","","string {[]} {[]}
","9.4.2.3.2","9.4.2.3.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.LocationName",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.OtherLocations.LocationAddress","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.LocationAddress","","","",1,1,"","","","Address {[]} {[]}
","9.4.2.3.3","9.4.2.3.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.LocationAddress",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.OtherLocations.LocationRole","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.LocationRole","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.3.4","9.4.2.3.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.LocationRole",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.OtherLocations.Identifier","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.Identifier","","","",0,1,"","","","Identifier {[]} {[]}
","9.4.2.3.5","9.4.2.3.5","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.Identifier",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.OtherLocations.GeographicCoordinates","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.GeographicCoordinates","","","",0,1,"","","","string {[]} {[]}
","9.4.2.3.6","9.4.2.3.6","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.OtherLocations.GeographicCoordinates",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation","","","",1,*,"","","","BackboneElement {[]} {[]}
","9.5.2.3","9.5.2.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation",1,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.OperationType","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.OperationType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.5.2.3.2","9.5.2.3.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.OperationType",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.ManufacturingAuthorisationReferenceNumber","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.ManufacturingAuthorisationReferenceNumber","","","",0,1,"","","","Identifier {[]} {[]}
","9.5.2.3.3","9.5.2.3.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.ManufacturingAuthorisationReferenceNumber",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.EffectiveDate","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.EffectiveDate","","","",0,1,"","","","date {[]} {[]}
","9.5.2.3.4","9.5.2.3.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.EffectiveDate",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.ConfidentialityIndicator","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.5.2.3.5","9.5.2.3.5","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.ConfidentialityIndicator",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation","","","",0,1,"","","","BackboneElement {[]} {[]}
","9.3.2.5","9.3.2.5","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Identifier","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Identifier","","","",1,1,"","","","Identifier {[]} {[]}
","9.4.2.2.2","9.4.2.2.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Identifier",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Name","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Name","","","",1,1,"","","","string {[]} {[]}
","9.4.2.2.3","9.4.2.2.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Name",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Address","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Address","","","",1,1,"","","","Address {[]} {[]}
","9.4.2.2.4","9.4.2.2.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Address",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.ConfidentialityIndicator","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.2.5","9.4.2.2.5","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.ConfidentialityIndicator",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.GeographicCoordinates","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.GeographicCoordinates","","","",0,1,"","","","string {[]} {[]}
","9.4.2.2.6","9.4.2.2.6","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.GeographicCoordinates",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact","","","",1,*,"","","","BackboneElement {[]} {[]}
","9.4.2.4","9.4.2.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact",1,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.Name","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Name","","","",0,1,"","","","HumanName {[]} {[]}
","9.4.2.4.2","9.4.2.4.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Name",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.Telecom","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Telecom","","","",1,*,"","","","ContactPoint {[]} {[]}
","9.4.2.4.3","9.4.2.4.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Telecom",1,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.Role","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Role","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.4.4","9.4.2.4.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Role",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.ConfidentialityIndicator","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.4.5","9.4.2.4.5","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.ConfidentialityIndicator",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.4.2.3","9.4.2.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations",0,*,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.LocationName","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationName","","","",0,1,"","","","string {[]} {[]}
","9.4.2.3.2","9.4.2.3.2","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationName",0,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.LocationAddress","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationAddress","","","",1,1,"","","","Address {[]} {[]}
","9.4.2.3.3","9.4.2.3.3","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationAddress",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.LocationRole","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationRole","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.3.4","9.4.2.3.4","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationRole",1,1,"",""
"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.Identifier","MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.Identifier","","","",0,1,"","","","Identifier {[]} {[]}
","9.4.2.3.5","9.4.2.3.5","","","","","","","","","",,,,,"",,,,"MedicinalProduct.PackagedMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.Identifier",0,1,"",""
